연번,시도,시군구,읍면동,우편번호,주    소
1,서울,종로구,청운효자동주민센터,3047,서울특별시 종로구 자하문로 92
2,서울,종로구,사직동주민센터,3027,서울특별시 종로구 사직로9길 1
3,서울,종로구,삼청동주민센터,3049,서울특별시 종로구 삼청로 107
4,서울,종로구,부암동주민센터,3022,서울특별시 종로구 창의문로 145
5,서울,종로구,평창동주민센터,3009,서울특별시 종로구 평창문화로 65
6,서울,종로구,무악동주민센터,3030,서울특별시 종로구 통일로14길 36
7,서울,종로구,교남동주민센터,3166,서울특별시 종로구 송월길 154
8,서울,종로구,가회동주민센터,3055,서울특별시 종로구 북촌로 35
9,서울,종로구,종로1234가동주민센터,3140,서울특별시 종로구 종로17길 8
10,서울,종로구,종로56가동주민센터,3126,서울특별시 종로구 종로35가길 19
11,서울,종로구,이화동주민센터,3087,서울특별시 종로구 이화장길 33
12,서울,종로구,혜화동주민센터,3076,서울특별시 종로구 혜화로 12
13,서울,종로구,창신1동주민센터,3118,서울특별시 종로구 지봉로 8-6
14,서울,종로구,창신2동주민센터,3102,서울특별시 종로구 창신길 62
15,서울,종로구,창신3동주민센터,3095,서울특별시 종로구 지봉로 87
16,서울,종로구,숭인1동주민센터,3108,서울특별시 종로구 지봉로 86
17,서울,종로구,숭인2동주민센터,3112,서울특별시 종로구 종로65길 10
18,서울,중  구,소공동주민센터,4526,서울특별시 중구 남대문로1길 31-5
19,서울,중  구,회현동주민센터,4635,서울특별시 중구 퇴계로8길 46
20,서울,중  구,명동주민센터,4629,서울특별시 중구 퇴계로20길 3
21,서울,중  구,필동주민센터,4626,서울특별시 중구 퇴계로36길 42
22,서울,중  구,장충동주민센터,4606,서울특별시 중구 장충단로8길 22
23,서울,중  구,광희동주민센터,4560,서울특별시 중구 퇴계로 303-9
24,서울,중  구,을지로동주민센터,4543,서울특별시 중구 충무로9길 19
25,서울,중  구,신당동주민센터,4610,서울특별시 중구 다산로33길 3
26,서울,중  구,다산동주민센터,4604,서울특별시 중구 동호로15길 50
27,서울,중  구,약수동주민센터,4597,서울특별시 중구 다산로 92
28,서울,중  구,청구동주민센터,4591,서울특별시 중구 청구로3길 55
29,서울,중  구,신당제5동주민센터,4578,서울특별시 중구 다산로44길 85
30,서울,중  구,동화동주민센터,4587,서울특별시 중구 다산로36길 100
31,서울,중  구,황학동주민센터,4575,서울특별시 중구 황학동 난계로11길 52
32,서울,중  구,중림동주민센터,4500,서울특별시 중구 만리재로175
33,서울,용산구,후암동주민센터,4331,서울특별시 용산구 후암로 32-6
34,서울,용산구,용산2가동주민센터,4339,서울특별시 용산구 신흥로 90
35,서울,용산구,남영동주민센터,4335,서울특별시 용산구 두텁바위로 25
36,서울,용산구,청파동주민센터,4309,서울특별시 용산구 청파로49길 6
37,서울,용산구,원효로제1동주민센터,4368,서울특별시 용산구 백범로 350
38,서울,용산구,원효로제2동주민센터,4360,서울특별시 용산구 효창원로8길 3
39,서울,용산구,효창동주민센터,4311,서울특별시 용산구 효창원로 161
40,서울,용산구,용문동주민센터,4356,서울특별시 용산구 새창로12길 13
41,서울,용산구,한강로동주민센터,4386,서울특별시 용산구 한강대로38길 28
42,서울,용산구,이촌제1동주민센터,4422,서울특별시 용산구 이촌로71길 24
43,서울,용산구,이촌제2동주민센터,4374,서울특별시 용산구 이촌로18길 20
44,서울,용산구,이태원제1동주민센터,4406,서울특별시 용산구 보광로 104-6
45,서울,용산구,이태원제2동주민센터,4342,서울특별시 용산구 회나무로13길 58
46,서울,용산구,한남동주민센터,4400,서울특별시 용산구 대사관로5길 1
47,서울,용산구,서빙고동주민센터,4398,서울특별시 용산구 서빙고로 279
48,서울,용산구,보광동주민센터,4394,서울특별시 용산구 장문로 95
49,서울,성동구,왕십리도선동주민센터,4700,서울특별시 성동구 마장로 141
50,서울,성동구,왕십리제2동주민센터,4710,서울특별시 성동구 무학봉길 69
51,서울,성동구,마장동주민센터,4757,서울특별시 성동구 마장로 42길 11
52,서울,성동구,사근동주민센터,4761,서울특별시 성동구 사근동길 37
53,서울,성동구,행당제1동주민센터,4745,서울특별시 성동구 고산자로10길 18
54,서울,성동구,행당제2동주민센터,4713,서울특별시 성동구 행당로9길 9
55,서울,성동구,응봉동주민센터,4741,서울특별시 성동구 독서당로 424
56,서울,성동구,금호1가동주민센터,4721,서울특별시 성동구 행당로 15
57,서울,성동구,금호2.3가동주민센터,4728,서울특별시 성동구 무수막18길 1
58,서울,성동구,금호4가동주민센터,4738,서울특별시 성동구 독서당로46길 26
59,서울,성동구,옥수동주민센터,4732,서울특별시 성동구 독서당로 203
60,서울,성동구,성수1가제1동주민센터,4780,서울특별시 성동구 뚝섬로3길8
61,서울,성동구,성수1가제2동주민센터,4768,서울특별시 성동구 왕십리로5길3
62,서울,성동구,성수2가제1동주민센터,4781,서울특별시 성동구 뚝섬로385-19
63,서울,성동구,성수2가제3동주민센터,4792,서울특별시 성동구 광나루로2길 35
64,서울,성동구,송정동주민센터,4800,서울특별시 성동구 동일로 43길 13
65,서울,성동구,용답동주민센터,4805,서울특별시 성동구 용답중앙23길 20
66,서울,광진구,중곡제1동주민센터,4915,서울특별시 광진구 긴고랑로12길 49
67,서울,광진구,중곡제2동주민센터,4927,서울특별시 광진구 능동로 346
68,서울,광진구,중곡제3동주민센터,4905,서울특별시 광진구 동일로76가길 28
69,서울,광진구,중곡제4동주민센터,4944,서울특별시 광진구 긴고랑로 131
70,서울,광진구,능동주민센터,4989,서울특별시 광진구 천호대로112길 55
71,서울,광진구,구의제1동주민센터,5038,서울특별시 광진구 광나루로36길 56
72,서울,광진구,구의제2동주민센터임시청사,4977,서울특별시 광진구 광나루로37길 24-6
73,서울,광진구,구의제3동주민센터,5047,서울특별시 광진구 강변역로 17
74,서울,광진구,광장동주민센터,4968,서울특별시 광진구 광장로 52
75,서울,광진구,자양제1동주민센터,5058,서울특별시 광진구 자양로13길 37
76,서울,광진구,자양제2동주민센터,5106,서울특별시 광진구 자양로3가길 26
77,서울,광진구,자양제3동주민센터,5091,서울특별시 광진구 뚝섬로 568
78,서울,광진구,자양제4동주민센터,5084,서울특별시 광진구 뚝섬로26길 58
79,서울,광진구,화양동주민센터,5010,서울특별시 광진구 능동로17길 39
80,서울,광진구,군자동주민센터,4996,서울특별시 광진구 군자로 151
81,서울,동대문구,용신동주민센터,2567,서울특별시 동대문구 천호대로27길 35
82,서울,동대문구,제기동주민센터,2478,서울특별시 동대문구 약령시로 71
83,서울,동대문구,전농제1동주민센터,2558,서울특별시 동대문구 서울시립대로9길21
84,서울,동대문구,전농제2동주민센터,2507,서울특별시 동대문구 사가정로 137
85,서울,동대문구,답십리제1동주민센터,2601,서울특별시 동대문구 사가정로 30
86,서울,동대문구,답십리제2동주민센터,2616,서울특별시 동대문구 한천로11길 18
87,서울,동대문구,장안제1동주민센터,2628,서울특별시 동대문구 한천로18길 52
88,서울,동대문구,장안제2동주민센터,2526,서울특별시 동대문구 사가정로 230-1
89,서울,동대문구,청량리동주민센터,2487,서울특별시 동대문구 왕산로43다길 5
90,서울,동대문구,회기동주민센터,2452,서울특별시 동대문구 회기로25길 12-1
91,서울,동대문구,휘경제1동주민센터,2433,서울특별시 동대문구 외대역동로6길 3
92,서울,동대문구,휘경제2동주민센터,2502,서울특별시 동대문구 한천로 329
93,서울,동대문구,이문제1동주민센터,2426,서울특별시 동대문구 외대역동로 114-1
94,서울,동대문구,이문제2동주민센터,2409,서울특별시 동대문구 신이문로 27-5
95,서울,중랑구,면목본동 주민센터,2219,서울특별시 중랑구 면목로 397
96,서울,중랑구,면목제2동 주민센터,2130,서울특별시 중랑구 동일로101길 20-15
97,서울,중랑구,면목제38동 주민센터,2221,서울특별시 중랑구 사가정로51길 48
98,서울,중랑구,면목제4동 주민센터,2254,서울특별시 중랑구 면목로 246
99,서울,중랑구,면목제5동 주민센터,2231,서울특별시 중랑구 동일로 619
100,서울,중랑구,면목제7동 주민센터,2252,서울특별시 중랑구 면목로 298
101,서울,중랑구,상봉제1동 주민센터,2091,서울특별시 중랑구 상봉중앙로1길 6
102,서울,중랑구,상봉제2동 주민센터,2139,서울특별시 중랑구 동일로114길 10
103,서울,중랑구,중화제1동 주민센터,2088,서울특별시 중랑구 동일로134길 17
104,서울,중랑구,중화제2동 주민센터,2016,서울특별시 중랑구 봉화산로3길 28
105,서울,중랑구,묵제1동 주민센터,2034,서울특별시 중랑구 공릉로2가길 5
106,서울,중랑구,묵제2동 주민센터,2008,서울특별시 중랑구 동일로157길 29
107,서울,중랑구,망우본동 주민센터,2059,서울특별시 중랑구 망우로67길 10
108,서울,중랑구,망우제3동 주민센터,2175,서울특별시 중랑구 겸재로61길 40
109,서울,중랑구,신내제1동 주민센터,2068,서울특별시 중랑구 용마산로129나길 35
110,서울,중랑구,신내제2동 주민센터,2076,서울특별시 중랑구 봉화산로 190
111,서울,성북구,성북동주민센터,2880,서울특별시 성북구 성북로 37
112,서울,성북구,삼선동주민센터,2847,서울특별시 성북구 보문로 190
113,서울,성북구,동선동주민센터,2840,서울특별시 성북구 동소문로26길 27
114,서울,성북구,돈암제1동주민센터,2801,서울특별시 성북구 정릉로 394
115,서울,성북구,돈암제2동주민센터,2825,서울특별시 성북구 흥천사길 7
116,서울,성북구,안암동주민센터,2853,서울특별시 성북구 인촌로 16
117,서울,성북구,보문동주민센터,2859,서울특별시 성북구 안암로3길 35
118,서울,성북구,정릉제1동주민센터,2819,서울특별시 성북구 정릉로38마길 33
119,서울,성북구,정릉제2동주민센터,2814,서울특별시 성북구 정릉로26길 1
120,서울,성북구,정릉제3동주민센터,2708,서울특별시 성북구 솔샘로1길 6-3
121,서울,성북구,정릉제4동주민센터,2702,서울특별시 성북구 보국문로 106-1
122,서울,성북구,길음제1동주민센터,2724,서울특별시 성북구 길음로 92
123,서울,성북구,길음제2동주민센터,2732,서울특별시 성북구 삼양로2길 70
124,서울,성북구,종암동주민센터,2797,서울특별시 성북구 종암로 98-8
125,서울,성북구,월곡제1동주민센토,2741,서울특별시 성북구 오패산로 96
126,서울,성북구,월곡제2동주민센터,2793,서울특별시 성북구 화랑로 152
127,서울,성북구,장위제1동주민센터,2756,서울특별시 성북구 장위로 61
128,서울,성북구,장위제2동주민센터,2770,서울특별시 성북구 돌곶이로27길 12
129,서울,성북구,장위제3동주민센터,2774,서울특별시 성북구 한천로 657
130,서울,성북구,석관동주민센터,2781,서울특별시 성북구 화랑로 296
131,서울,강북구,삼양동주민센터,1127,서울특별시 강북구 솔매로 69
132,서울,강북구,미아동주민센터,1133,서울특별시 강북구 솔매로49길 14
133,서울,강북구,송중동주민센터,1233,서울특별시 강북구 오패산로 162
134,서울,강북구,송천동주민센터,1202,서울특별시 강북구 솔샘로 284
135,서울,강북구,삼각산동주민센터,1199,서울특별시 강북구 삼양로19길 34
136,서울,강북구,번1동주민센터,1059,서울특별시 강북구 덕릉로41길 74
137,서울,강북구,번2동주민센터,1145,서울특별시 강북구 한천로 897
138,서울,강북구,번3동주민센터,1230,서울특별시 강북구 한천로105길 21
139,서울,강북구,수유1동주민센터,1103,서울특별시 강북구 삼양로 299
140,서울,강북구,수유2동주민센터,1040,서울특별시 강북구 한천로 1117
141,서울,강북구,수유3동주민센터,1072,서울특별시 강북구 노해로 36
142,서울,강북구,우이동주민센터,1011,서울특별시 강북구 삼양로 139길 49
143,서울,강북구,인수동주민센터,1021,서울특별시 강북구 인수봉로 255
144,서울,도봉구,쌍문제1동 주민센터,1381,서울특별시 도봉구 노해로 147
145,서울,도봉구,쌍문제2동 주민센터,1395,서울특별시 도봉구 방학로3길 117
146,서울,도봉구,쌍문제3동 주민센터,1445,서울특별시 도봉구 노해로44길9
147,서울,도봉구,쌍문제4동 주민센터,1429,서울특별시 도봉구 시루봉로 62-7
148,서울,도봉구,방학제1동 주민센터,1345,서울특별시 도봉구 방학로2길 27
149,서울,도봉구,방학제2동 주민센터,1347,서울특별시 도봉구 시루봉로 226
150,서울,도봉구,방학제3동 주민센터,1382,서울특별시 도봉구 시루봉로 94
151,서울,도봉구,창제1동 주민센터,1421,서울특별시 도봉구 해등로 46
152,서울,도봉구,창제2동 주민센터,1466,서울특별시 도봉구 덕릉로59길 73-3
153,서울,도봉구,창제3동 주민센터,1487,서울특별시 도봉구 덕릉로62길 89
154,서울,도봉구,창제4동 주민센터,1418,서울특별시 도봉구 노해로 390
155,서울,도봉구,창제5동 주민센터,1400,서울특별시 도봉구 도봉로136나길 20
156,서울,도봉구,도봉제1동 주민센터,1306,서울특별시 도봉구 도봉로169나길 22
157,서울,도봉구,도봉제2동 주민센터,1330,서울특별시 도봉구 마들로 668
158,서울,노원구,월계1동주민센터,1896,서울특별시 노원구 석계로 59
159,서울,노원구,월계2동주민센터,1868,서울특별시 노원구 초안산로5길 28
160,서울,노원구,월계3동주민센터,1911,서울특별시 노원구 마들로 57
161,서울,노원구,공릉1동주민센터,1844,서울특별시 노원구 동일로186길 3-24
162,서울,노원구,공릉2동주민센터,1823,서울특별시 노원구 노원로1길 68
163,서울,노원구,하계1동주민센터,1791,서울특별시 노원구 노원로 261
164,서울,노원구,하계2동주민센터,1863,서울특별시 노원구 공릉로55길 88
165,서울,노원구,중계본동주민센터,1739,서울특별시 노원구 중계로 143
166,서울,노원구,중계1동주민센터,1713,서울특별시 노원구 한글비석로 279
167,서울,노원구,중계2.3동주민센터,1787,서울특별시 노원구 노원로17길 56
168,서울,노원구,중계4동주민센터,1717,서울특별시 노원구 덕릉로82길 50
169,서울,노원구,상계1동주민센터,1604,서울특별시 노원구 동일로 1697
170,서울,노원구,상계2동주민센터,1696,서울특별시 노원구 상계로 118
171,서울,노원구,상계3.4동주민센터,1633,서울특별시 노원구 덕릉로 859
172,서울,노원구,상계5동주민센터,1667,서울특별시 노원구 한글비석로 432
173,서울,노원구,상계6.7동주민센터,1752,서울특별시 노원구 노원로 429
174,서울,노원구,상계8동주민센터,1619,서울특별시 노원구 동일로227길 97
175,서울,노원구,상계9동주민센터,1678,서울특별시 노원구 한글비석로 487
176,서울,노원구,상계10동주민센터,1676,서울특별시 노원구 노원로 530
177,서울,은평구,녹번동주민센터,3374,서울특별시 은평구 은평로 195
178,서울,은평구,불광제1동주민센터,3368,서울특별시 은평구 진흥로15길 10
179,서울,은평구,불광제2동주민센터,3340,서울특별시 은평구 연서로41길 16
180,서울,은평구,갈현제1동주민센터,3325,서울특별시 은평구 갈현로 301
181,서울,은평구,갈현제2동주민센터,3334,서울특별시 은평구 연서로27길 31-6
182,서울,은평구,구산동주민센터,3430,서울특별시 은평구 갈현로17길 10
183,서울,은평구,대조동주민센터,3389,서울특별시 은평구 연서로20길 24-3
184,서울,은평구,응암제1동주민센터,3462,서울특별시 은평구 백련산로 179
185,서울,은평구,응암제2동주민센터,3475,서울특별시 은평구 백련산로 100
186,서울,은평구,응암제3동주민센터,3457,서울특별시 은평구 불광천길 410-17
187,서울,은평구,역촌동주민센터,3417,서울특별시 은평구 연서로 59
188,서울,은평구,신사제1동주민센터,3450,서울특별시 은평구 은평로2길 2
189,서울,은평구,신사제2동주민센터,3447,서울특별시 은평구 증산로15길 47
190,서울,은평구,증산동주민센터,3498,서울특별시 은평구 증산서길 89
191,서울,은평구,수색동주민센터,3490,서울특별시 은평구 수색로280
192,서울,은평구,진관동주민센터,3306,서울특별시 은평구 진관2로 31
193,서울,서대문구,충현동주민센터,3748,서울특별시 서대문구 북아현로22길 38
194,서울,서대문구,천연동주민센터,3743,서울특별시 서대문구 성산로 694
195,서울,서대문구,북아현동주민센터,3756,서울특별시 서대문구 북아현로 24
196,서울,서대문구,신촌동주민센터,3765,서울특별시 서대문구 이화여대길 92-8
197,서울,서대문구,연희동주민센터,3697,서울특별시 서대문구 연희로 189
198,서울,서대문구,홍제제1동주민센터,3646,서울특별시 서대문구 통일로 435-1
199,서울,서대문구,홍제제2동주민센터,3632,서울특별시 서대문구 통일로34길 27
200,서울,서대문구,홍제제3동주민센터,3622,서울특별시 서대문구 세검정로4길 32
201,서울,서대문구,홍은제1동주민센터,3604,서울특별시 서대문구 홍은중앙로 85
202,서울,서대문구,홍은제2동주민센터,3658,서울특별시 서대문구 모래내로 334
203,서울,서대문구,남가좌제1동주민센터,3711,서울특별시 서대문구 모래내로15길 37
204,서울,서대문구,남가좌제2동주민센터,3665,서울특별시 서대문구 증가로10길 28
205,서울,서대문구,북가좌제1동주민센터,3709,서울특별시 서대문구 수색로 100-55
206,서울,서대문구,북가좌제2동주민센터,3678,서울특별시 서대문구 응암로1길 10
207,서울,마포구,공덕동주민센터,4208,서울특별시 마포구 만리재옛길 84
208,서울,마포구,아현동주민센터,4142,서울특별시 마포구 마포대로7길 18
209,서울,마포구,도화동주민센터,4168,서울특별시 마포구 도화길 37
210,서울,마포구,용강동주민센터,4161,서울특별시 마포구 토정로31길 31
211,서울,마포구,대흥동주민센터,4103,서울특별시 마포구 신촌로26길 10
212,서울,마포구,염리동주민센터,4138,서울특별시 마포구 숭문길 14
213,서울,마포구,신수동주민센터,4089,서울특별시 마포구 독막로 192
214,서울,마포구,서강동주민센터,4099,서울특별시 마포구 독막로 165
215,서울,마포구,서교동주민센터,4003,서울특별시 마포구 동교로15길 7
216,서울,마포구,합정동주민센터,4024,서울특별시 마포구 월드컵로5길 11
217,서울,마포구,망원제1동주민센터,4010,서울특별시 마포구 포은로6길 10
218,서울,마포구,망원제2동주민센터,3960,서울특별시 마포구 방울내로7길 11
219,서울,마포구,연남동주민센터,3979,서울특별시 마포구 성미산로29길 17-9
220,서울,마포구,성산제1동주민센터,3965,서울특별시 마포구 성산로4길 15
221,서울,마포구,성산제2동주민센터,3946,서울특별시 마포구 월드컵북로30길 22
222,서울,마포구,상암동주민센터,3927,서울특별시 마포구 매봉산로2길 16
223,서울,양천구,목1동주민센터,7992,서울특별시 양천구 목동서로 192
224,서울,양천구,목2동주민센터,7972,서울특별시 양천구 목동중앙본로 120
225,서울,양천구,목3동주민센터,7951,서울특별시 양천구 목동중앙남로16나길 55
226,서울,양천구,목4동주민센터,7967,서울특별시 양천구 목동중앙로 25
227,서울,양천구,목5동주민센터,7984,서울특별시 양천구 목동서로 41
228,서울,양천구,신월1동주민센터,7920,서울특별시 양천구 곰달래로1길 38
229,서울,양천구,신월2동주민센터,7936,서울특별시 양천구 중앙로53길 47
230,서울,양천구,신월3동주민센터,7910,서울특별시 양천구 남부순환로54길 5
231,서울,양천구,신월4동주민센터,7929,서울특별시 양천구 오목로5길 34
232,서울,양천구,신월5동주민센터,7904,서울특별시 양천구 화곡로4길 10
233,서울,양천구,신월6동주민센터,8067,서울특별시 양천구 남부순환로83길 53
234,서울,양천구,신월7동주민센터,8039,서울특별시 양천구 남부순환로70길 16-3
235,서울,양천구,신정1동주민센터,8085,서울특별시 양천구 중앙로32길 1
236,서울,양천구,신정2동주민센터,8114,서울특별시 양천구 목동동로 154
237,서울,양천구,신정3동주민센터,8077,서울특별시 양천구 중앙로 209
238,서울,양천구,신정4동주민센터,8020,서울특별시 양천구 오목로34길 5
239,서울,양천구,신정6동주민센터,8094,서울특별시 양천구 목동서로 353
240,서울,양천구,신정7동주민센터,8092,서울특별시 양천구 목동동로 37
241,서울,강서구,염창동주민센터,7535,서울특별시 강서구 양천로67가길 63
242,서울,강서구,등촌제1동주민센터,7569,서울특별시 강서구 공항대로53가길 55
243,서울,강서구,등촌제2동주민센터,7671,서울특별시 강서구 등촌로 143
244,서울,강서구,등촌제3동주민센터,7588,서울특별시 강서구 화곡로63길 96
245,서울,강서구,화곡본동주민센터,7677,서울특별시 강서구 초록마을로5길 29
246,서울,강서구,화곡제1동주민센터,7772,서울특별시 강서구 곰달래로 79
247,서울,강서구,화곡제2동주민센터,7750,서울특별시 강서구 곰달래로37길 13
248,서울,강서구,화곡제3동주민센터,7713,서울특별시 강서구 강서로33가길 17
249,서울,강서구,화곡제4동주민센터,7740,서울특별시 강서구 곰달래로57가길 26
250,서울,강서구,화곡제6동주민센터,7658,서울특별시 강서구 화곡로 312
251,서울,강서구,화곡제8동주민센터,7757,서울특별시 강서구 곰달래로25길 45
252,서울,강서구,우장산동주민센터,7690,서울특별시 강서구 우현로 34
253,서울,강서구,가양제1동주민센터,7529,서울특별시 강서구 허준로 30
254,서울,강서구,가양제2동주민센터,7525,서울특별시 강서구 허준로 93
255,서울,강서구,가양제3동주민센터,7532,서울특별시 강서구 허준로 202
256,서울,강서구,발산제1동주민센터,7633,서울특별시 강서구 강서로47길 54
257,서울,강서구,공항동주민센터,7627,서울특별시 강서구 송정로 45
258,서울,강서구,방화제1동주민센터,7597,서울특별시 강서구 방화대로 330
259,서울,강서구,방화제2동주민센터,7612,서울특별시 강서구 개화동로23길 20
260,서울,강서구,방화제3동주민센터,7511,서울특별시 강서구 금낭화로24길 5
261,서울,구로구,신도림동주민센터,8211,서울특별시 구로구 신도림로 40
262,서울,구로구,구로제1동주민센터,8324,서울특별시 구로구 구일로4길 57
263,서울,구로구,구로제2동주민센터,8309,서울특별시 구로구 구로동로 141
264,서울,구로구,구로제3동주민센터,8372,서울특별시 구로구 디지털로31길 109
265,서울,구로구,구로제4동주민센터,8312,서울특별시 구로구 구로동로28길 94
266,서울,구로구,구로제5동주민센터,8299,서울특별시 구로구 구로중앙로28길 66
267,서울,구로구,가리봉동주민센터,8383,서울특별시 구로구 우마2길 35
268,서울,구로구,고척제1동주민센터,8225,서울특별시 구로구 중앙로3길 18-8
269,서울,구로구,고척제2동주민센터,8240,서울특별시 구로구 중앙로15길 22
270,서울,구로구,개봉제1동주민센터,8237,서울특별시 구로구 경인로33길 51
271,서울,구로구,개봉제2동주민센터,8329,서울특별시 구로구 남부순환로 946
272,서울,구로구,개봉제3동주민센터,8353,서울특별시 구로구 개봉로3길 47-5
273,서울,구로구,오류제1동주민센터,8267,서울특별시 구로구 경인로27길 7
274,서울,구로구,오류제2동주민센터,8342,서울특별시 구로구 오류로 45
275,서울,구로구,수궁동주민센터,8256,서울특별시 구로구 오리로15길 32
276,서울,구로구,항동주민센터,8368,서울특별시 구로구 서해안로 2102
277,서울,금천구,가산동주민센터,8516,서울특별시 금천구 가산로 129
278,서울,금천구,독산제1동주민센터,8523,서울특별시 금천구 시흥대로123길 11
279,서울,금천구,독산제2동주민센터,8617,서울특별시 금천구 독산로 179
280,서울,금천구,독산제3동주민센터,8541,서울특별시 금천구 독산로 317
281,서울,금천구,독산제4동주민센터,8558,서울특별시 금천구 독산로 232
282,서울,금천구,시흥제1동주민센터,8628,서울특별시 금천구 시흥대로58길 36
283,서울,금천구,시흥제2동주민센터,8645,서울특별시 금천구 금하로 764
284,서울,금천구,시흥제3동주민센터,8653,서울특별시 금천구 시흥대로18길 40
285,서울,금천구,시흥제4동주민센터,8569,서울특별시 금천구 독산로36길 14
286,서울,금천구,시흥제5동주민센터,86943,서울특별시 금천구 금하로24길 6
287,서울,영등포구,영등포본동주민센터,7307,서울특별시 영등포구 신길로61길 17
288,서울,영등포구,영등포동주민센터,7253,서울특별시 영등포구 영등포로53길 22
289,서울,영등포구,여의동주민센터,7343,서울특별시 영등포구 국제금융로 124
290,서울,영등포구,당산제1동주민센터,7259,서울특별시 영등포구 양산로23길 11
291,서울,영등포구,당산제2동주민센터,7217,서울특별시 영등포구 당산로41가길 7
292,서울,영등포구,도림동주민센터,7373,서울특별시 영등포구 도영로7길 10
293,서울,영등포구,문래동주민센터,7297,서울특별시 영등포구 문래로 28길 15
294,서울,영등포구,양평제1동주민센터,7272,서울특별시 영등포구 영등포로11길 12
295,서울,영등포구,양평제2동주민센터,7206,서울특별시 영등포구 선유로47길 30
296,서울,영등포구,신길제1동주민센터,7356,서울특별시 영등포구 영등포로84길 24-5
297,서울,영등포구,신길제3동주민센터,7384,서울특별시 영등포구 신길로41라길 13-8
298,서울,영등포구,신길제4동주민센터,7347,서울특별시 영등포구 신길로42길 1
299,서울,영등포구,신길제5동주민센터,7398,서울특별시 영등포구 도림로264
300,서울,영등포구,신길제6동주민센터,7433,"서울특별시 영등포구 대방천로 258,3층(임시청사)"
301,서울,영등포구,신길제7동주민센터,7360,서울특별시 영등포구 여의대방로43길 10
302,서울,영등포구,대림제1동주민센터,7428,서울특별시 영등포구 디지털로 441
303,서울,영등포구,대림제2동주민센터,7419,서울특별시 영등포구 대림로 23길25
304,서울,영등포구,대림제3동주민센터,7412,서울특별시 영등포구 대림로197
305,서울,동작구,노량진제1동주민센터,6924,서울특별시 동작구 장승배기로28길30
306,서울,동작구,노량진제2동주민센터,6935,서울특별시 동작구 장승배기로19길48
307,서울,동작구,상도제1동주민센터,6971,서울특별시 동작구 상도로53길9
308,서울,동작구,상도제2동주민센터,6921,서울특별시 동작구 상도로211
309,서울,동작구,상도제3동주민센터,7042,서울특별시 동작구 성대로2길11
310,서울,동작구,상도제4동주민센터,7047,서울특별시 동작구 양녕로27길 44
311,서울,동작구,흑석동주민센터,6982,서울특별시 동작구 흑석한강로 11
312,서울,동작구,사당제1동주민센터,7013,서울특별시 동작구 동작대로17길28
313,서울,동작구,사당제2동주민센터,6997,서울특별시 동작구 동작대로29길52
314,서울,동작구,사당제3동주민센터,7005,서울특별시 동작구 사당로17길86
315,서울,동작구,사당제4동주민센터,7018,서울특별시 동작구 사당로16아길6
316,서울,동작구,사당제5동주민센터,7030,서울특별시 동작구 사당로2가길219
317,서울,동작구,대방동주민센터,6944,서울특별시 동작구 여의대방로44길20
318,서울,동작구,신대방제1동주민센터,7067,서울특별시 동작구 신대방길72
319,서울,동작구,신대방제2동주민센터,7056,서울특별시 동작구 여의대방로24길76
320,서울,관악구,보라매동주민센터,8720,서울특별시 관악구 봉천로 279-8
321,서울,관악구,은천동주민센터,8750,서울특별시 관악구 봉천로33나길 30
322,서울,관악구,성현동주민센터,8725,서울특별시 관악구 구암길 38
323,서울,관악구,중앙동주민센터,8746,서울특별시 관악구 양녕로6다길 7
324,서울,관악구,청림동주민센터,8730,서울특별시 관악구 관악로40길 39
325,서울,관악구,행운동주민센터,8739,서울특별시 관악구 행운1길 43
326,서울,관악구,청룡동주민센터,8830,서울특별시 관악구 쑥고개로 44
327,서울,관악구,낙성대동주민센터,8790,서울특별시 관악구 낙성대로4가길 5
328,서울,관악구,인헌동주민센터,8793,서울특별시 관악구 남부순환로246가길 20
329,서울,관악구,남현동주민센터,8807,서울특별시 관악구 남현1가길 29
330,서울,관악구,신림동주민센터,8707,서울특별시 관악구 신림동길 14
331,서울,관악구,신사동주민센터,8762,서울특별시 관악구 조원로 142
332,서울,관악구,조원동주민센터,8766,서울특별시 관악구 조원로12길 25
333,서울,관악구,미성동주민센터,8864,서울특별시 관악구 난곡로 249
334,서울,관악구,난곡동주민센터,8855,서울특별시 관악구 난곡로30길 40
335,서울,관악구,난향동주민센터,8859,서울특별시 관악구 난곡로 67
336,서울,관악구,서원동주민센터,8778,서울특별시 관악구 신림로 282
337,서울,관악구,신원동주민센터,8774,서울특별시 관악구 신원로3길 13-6
338,서울,관악구,서림동주민센터,8845,서울특별시 관악구 신림로29길 6
339,서울,관악구,삼성동주민센터,8846,서울특별시 관악구 호암로 589
340,서울,관악구,대학동주민센터,8813,서울특별시 관악구 신림로 111
341,서울,서초구,서초1동주민센터,6637,서울특별시 서초구 사임당로 89
342,서울,서초구,서초2동주민센터,6624,서울특별시 서초구 서초대로 70길 51
343,서울,서초구,서초3동주민센터,6716,서울특별시 서초구 반포대로 34
344,서울,서초구,서초4동주민센터,6609,서울특별시 서초구 서운로26길 3
345,서울,서초구,잠원동주민센터,6523,서울특별시 서초구 나루터로 38
346,서울,서초구,반포본동주민센터,6548,서울특별시 서초구 신반포로 10
347,서울,서초구,반포1동주민센터,6544,서울특별시 서초구 사평대로 273
348,서울,서초구,반포2동주민센터,6504,서울특별시 서초구 신반포로15길 16
